inverse_volatility,minimum_variance,minimum_variance_oas
-0.00010672027422983194,-0.00019877794990960415,-0.0003334675403709861
7.830584643265777e-06,7.680161681214103e-05,-0.00012569853855771783
0.0001080005052378576,-0.00011778113448589065,-0.00019557787597166242
5.0913749668481865e-05,0.0005187922075862311,0.00021945339927144746
-3.664152484053216e-05,-0.001014541049104838,-0.0012220346985936826
0.00012785091406224033,0.00017102326036210153,-6.024320479066904e-06
6.76697501367475e-05,0.00012576964592317041,-6.0361736295287124e-05
1.959608426773101e-06,-4.0304005791574643e-05,-0.00022115009655610446
3.3202566278554835e-06,-0.00011727736884407792,-0.0003032024076951079
4.9845178528266275e-05,8.380733203911274e-05,1.5440505543803198e-05
0.00011199783422079958,0.00010942858086023262,-0.00012719945327093377
0.00010250800077715985,0.0005228583098471122,0.0003264024976713773
-0.00010370866659417557,-0.0007214603416368722,-0.0007916705742803347
9.368879812884055e-05,0.00024434557856358244,-0.00011100896719449274
5.739820419864646e-05,-0.00013683988669163075,-0.00022680558726142027
6.627925536381804e-05,-0.0004099789488298647,-0.0005927960739614353
0.00014484436244148005,0.00025918353649987986,5.55798869782364e-05
0.00016456922737569332,-0.00024180010681258354,-0.0004031791389896039
0.00011453648768033504,0.0002778459858256096,-2.5105063078389637e-05
0.0001292044891220979,-0.0002915122465181171,-0.0003757531921042856
0.00015299591311142128,0.00020902397668704715,-0.0001920937110365534
0.0001413395620797509,0.00023251246861462585,-0.00011914753553727146
1.0401413225868925e-05,5.463216928539927e-05,-4.442797691957047e-05
0.00013772449896946767,0.00017468328913313223,2.8244700877903982e-05
7.47438471457193e-05,-0.0001947338347646379,-0.0003510920956422609
-2.3481505189462177e-05,-0.0007156185828930183,-0.000889405563283968
4.288333603664544e-05,0.00030876219371845964,7.077171239580331e-05
3.686373107748546e-05,-0.00054350875028415,-0.0006605463474064614
3.952354968240199e-05,-0.00024299365533810507,-0.00041520394760163816
5.399644832283971e-05,-8.630244483232025e-05,-0.00025542916335625734
6.153254845393666e-05,3.473427891683572e-05,-0.0002934978688923668
3.816592087285524e-06,-0.00019347256456625882,-0.0003382357456084106
-4.209130939492606e-05,-0.0001676467340613861,-0.0003358945423720295
9.214083322853448e-05,-0.0006250033783775829,-0.000963439264330997
2.4870042115396264e-05,0.00014188047800883538,-0.0001021769396863504
4.610257965342098e-05,-2.221508856818652e-05,-0.000219736219559617
-1.9123207751664274e-05,-8.603360719783892e-05,-0.00012135477778461832
0.00013200526053466901,0.0006889844326410918,0.0005007260532340711
-5.375071495476323e-05,-0.0006366125082299342,-0.0008041723156793261
4.731744599191051e-05,-0.0005884459981507836,-0.000670245335115729
2.7603717025122287e-06,-0.00043994993788013914,-0.00044096122481989514
8.704544868719821e-05,0.0004140633702398928,0.0002759182781923191
0.00013096068699367699,-8.076186154815389e-05,-0.00031623180804709033
