method,mean_effective_n,mean_max_weight,maximum_weight,mean_zero_weight_fraction
equal_weight,30.0,0.03333333333333333,0.03333333333333333,0.0
inverse_volatility,29.03960730234168,0.046090357296222295,0.05272493427985496,0.0
minimum_variance,12.20142471658764,0.16094793255267306,0.33240656397300883,0.4093333333333333
minimum_variance_oas,15.357600674034426,0.13674635388716339,0.2982036319716871,0.2786666666666666
