method,annual_return,annual_volatility,sharpe_zero_rf,max_drawdown
equal_weight,-0.08926082344187136,0.09757534625458647,-0.9147886927193529,-0.3043853854162978
inverse_volatility,-0.08731634169378377,0.09779703408796082,-0.8928322060897012,-0.30077952301934563
minimum_variance,-0.06660574866301572,0.09586541104103871,-0.694783946991086,-0.2881193093255946
