method,mean_one_way_turnover,median_one_way_turnover,max_one_way_turnover
equal_weight,0.0,0.0,0.0
inverse_volatility,0.020543681114897343,0.01970697839373039,0.036185363728295686
minimum_variance,0.269240001102825,0.2245266613588941,0.5960447295023941
minimum_variance_oas,0.22029510805578545,0.14781122472656683,0.5670270787250882
