message_type,sending_time,arrival_time
MarketChange,1772715779603197000,1772715779603269263
Ticker,1772715779603313000,1772715779603413368
MarketChange,1772715779603313000,1772715779603413368
MarketChange,1772715779603611000,1772715779603681280
MarketChange,1772715779603668000,1772715779603806693
MarketChange,1772715779604124000,1772715779604192226
MarketChange,1772715779604338000,1772715779604524815
MarketChange,1772715779683769000,1772715779683853640
MarketChange,1772715779912422000,1772715779912504040
MarketChange,1772715780843960000,1772715780844054542
MarketChange,1772715781581097000,1772715781581192141
Ticker,1772715781604276000,1772715781604444427
MarketChange,1772715781604291000,1772715781604446764
MarketChange,1772715781604412000,1772715781604567751
MarketChange,1772715781604521000,1772715781604691552
MarketChange,1772715781604772000,1772715781604942279
MarketChange,1772715781604930000,1772715781605066061
MarketChange,1772715781604957000,1772715781605067238
MarketChange,1772715781605054000,1772715781605195275
MarketChange,1772715781605115000,1772715781605315445
MarketChange,1772715781605184000,1772715781605317262
MarketChange,1772715781605617000,1772715781605812035
MarketChange,1772715781684960000,1772715781685033340
MarketChange,1772715781806583000,1772715781806657064
MarketChange,1772715781866506000,1772715781866574847
Ticker,1772715782185046000,1772715782185159103
MarketChange,1772715782185046000,1772715782185159103
MarketChange,1772715782185577000,1772715782185759746
MarketChange,1772715782186037000,1772715782186100073
MarketChange,1772715782186175000,1772715782186241490
MarketChange,1772715782186203000,1772715782186366936
MarketChange,1772715782186299000,1772715782186490885
MarketChange,1772715782266530000,1772715782266601487
MarketChange,1772715785160200000,1772715785160282265
MarketChange,1772715785160495000,1772715785160583868
Ticker,1772715785220013000,1772715785220114303
MarketChange,1772715785220013000,1772715785220114303
MarketChange,1772715785221346000,1772715785221415029
MarketChange,1772715785221404000,1772715785221540073
MarketChange,1772715785221566000,1772715785221661474
MarketChange,1772715785240702000,1772715785240777087
MarketChange,1772715785243239000,1772715785243303349
MarketChange,1772715785300510000,1772715785300587157
MarketChange,1772715785675165000,1772715785675245418
MarketChange,1772715785755655000,1772715785755751622
MarketChange,1772715787439164000,1772715787439271797
Ticker,1772715787439613000,1772715787439740577
MarketChange,1772715787439613000,1772715787439740577
Ticker,1772715787439659000,1772715787439742817
MarketChange,1772715787439659000,1772715787439742817
MarketChange,1772715787439687000,1772715787439864794
MarketChange,1772715787439714000,1772715787439988177
MarketChange,1772715787440081000,1772715787440237960
MarketChange,1772715787440431000,1772715787440613377
MarketChange,1772715787440457000,1772715787440616350
MarketChange,1772715787440513000,1772715787440618388
MarketChange,1772715787440539000,1772715787440621061
MarketChange,1772715787441302000,1772715787441373698
MarketChange,1772715787441359000,1772715787441497747
MarketChange,1772715787441394000,1772715787441618389
MarketChange,1772715787441422000,1772715787441621720
MarketChange,1772715787441507000,1772715787441742332
MarketChange,1772715787442216000,1772715787442614297
MarketChange,1772715787442371000,1772715787442862719
MarketChange,1772715787442423000,1772715787442987436
MarketChange,1772715787442581000,1772715787442990107
MarketChange,1772715787442606000,1772715787443111671
MarketChange,1772715787442981000,1772715787443360550
MarketChange,1772715787443014000,1772715787443363709
MarketChange,1772715787443166000,1772715787443484835
MarketChange,1772715787443477000,1772715787443608130
MarketChange,1772715787443600000,1772715787443734612
MarketChange,1772715787443627000,1772715787443735964
MarketChange,1772715787443893000,1772715787443982240
MarketChange,1772715787444262000,1772715787444354708
MarketChange,1772715787519696000,1772715787519762947
MarketChange,1772715787520159000,1772715787520224946
MarketChange,1772715787521022000,1772715787521086165
MarketChange,1772715787521068000,1772715787521213314
MarketChange,1772715787522964000,1772715787523031084
MarketChange,1772715787523009000,1772715787523159312
MarketChange,1772715787566778000,1772715787566848987
MarketChange,1772715787566805000,1772715787566974435
MarketChange,1772715788577333000,1772715788577431243
MarketChange,1772715788577358000,1772715788577554248
MarketChange,1772715788581354000,1772715788581420470
MarketChange,1772715789852511000,1772715789852588206
MarketChange,1772715789852733000,1772715789852809900
MarketChange,1772715789852948000,1772715789853013895
MarketChange,1772715789853155000,1772715789853264091
MarketChange,1772715789853234000,1772715789853387419
MarketChange,1772715789853335000,1772715789853513475
MarketChange,1772715789853422000,1772715789853515052
MarketChange,1772715789853575000,1772715789853642229
MarketChange,1772715789853728000,1772715789853886133
MarketChange,1772715789853853000,1772715789854012419
MarketChange,1772715789856169000,1772715789856234406
MarketChange,1772715789856418000,1772715789856545658
MarketChange,1772715789856444000,1772715789856547712
MarketChange,1772715789856469000,1772715789856669034
MarketChange,1772715789856600000,1772715789856671265
MarketChange,1772715789866914000,1772715789866977695
MarketChange,1772715789933406000,1772715789933474595
MarketChange,1772715789933752000,1772715789933815926
MarketChange,1772715789936616000,1772715789936679836
MarketChange,1772715789937018000,1772715789937084307
MarketChange,1772715789937269000,1772715789937331112
MarketChange,1772715789946508000,1772715789946573907
MarketChange,1772715789966912000,1772715789966978286
MarketChange,1772715790017706000,1772715790017783120
MarketChange,1772715790671319000,1772715790671394110
MarketChange,1772715790751810000,1772715790751908282
MarketChange,1772715790752043000,1772715790752119743
MarketChange,1772715790832492000,1772715790832561904
MarketChange,1772715791054984000,1772715791055058764
MarketChange,1772715791055232000,1772715791055300281
MarketChange,1772715791679552000,1772715791679647078
MarketChange,1772715791815642000,1772715791815727937
MarketChange,1772715791896155000,1772715791896228320
MarketChange,1772715791896362000,1772715791896434623
MarketChange,1772715791976816000,1772715791976892314
MarketChange,1772715792252604000,1772715792252690285
MarketChange,1772715792263368000,1772715792263440448
MarketChange,1772715792263610000,1772715792263696159
MarketChange,1772715792263634000,1772715792263819039
MarketChange,1772715792263966000,1772715792264031244
MarketChange,1772715792344226000,1772715792344301752
MarketChange,1772715792791382000,1772715792791477528
MarketChange,1772715794076860000,1772715794076937615
MarketChange,1772715794077129000,1772715794077198698
MarketChange,1772715794084898000,1772715794084967882
MarketChange,1772715794087176000,1772715794087242516
MarketChange,1772715794165363000,1772715794165437807
MarketChange,1772715795369394000,1772715795369526373
MarketChange,1772715795369700000,1772715795369771076
MarketChange,1772715795449987000,1772715795450070561
MarketChange,1772715797324609000,1772715797324704089
MarketChange,1772715797574328000,1772715797574406935
MarketChange,1772715798071719000,1772715798071798676
MarketChange,1772715798104151000,1772715798104224134
MarketChange,1772715798527305000,1772715798527398063
MarketChange,1772715798571759000,1772715798571832674
MarketChange,1772715798995070000,1772715798995155175
MarketChange,1772715799181117000,1772715799181190952
MarketChange,1772715799181526000,1772715799181591308
MarketChange,1772715799181589000,1772715799181716200
MarketChange,1772715799182007000,1772715799182196130
MarketChange,1772715799261619000,1772715799261699486
MarketChange,1772715799945341000,1772715799945421506
MarketChange,1772715800364379000,1772715800364486758
MarketChange,1772715800426361000,1772715800426428249
MarketChange,1772715800444913000,1772715800444984096
MarketChange,1772715802162537000,1772715802162618349
MarketChange,1772715802320336000,1772715802320407318
MarketChange,1772715802465362000,1772715802465437600
MarketChange,1772715802470522000,1772715802470585372
MarketChange,1772715802650679000,1772715802650773925
MarketChange,1772715803652104000,1772715803652247165
MarketChange,1772715803652417000,1772715803652513250
MarketChange,1772715803652444000,1772715803652637046
MarketChange,1772715803652471000,1772715803652639631
MarketChange,1772715803652495000,1772715803652762616
MarketChange,1772715803652515000,1772715803652763729
MarketChange,1772715803652582000,1772715803652887320
MarketChange,1772715803652910000,1772715803653011371
MarketChange,1772715803655685000,1772715803655745939
MarketChange,1772715803655895000,1772715803655966999
MarketChange,1772715803655920000,1772715803656092128
MarketChange,1772715803656083000,1772715803656217244
MarketChange,1772715803656265000,1772715803656342397
MarketChange,1772715803736746000,1772715803736828729
MarketChange,1772715803817167000,1772715803817235590
MarketChange,1772715804867151000,1772715804867223124
MarketChange,1772715804867409000,1772715804867472957
MarketChange,1772715804880370000,1772715804880443483
MarketChange,1772715805420344000,1772715805420441107
MarketChange,1772715807419380000,1772715807419518841
MarketChange,1772715807419774000,1772715807419835836
MarketChange,1772715807522924000,1772715807522993862
MarketChange,1772715807523191000,1772715807523258702
MarketChange,1772715807537568000,1772715807537640664
MarketChange,1772715807537778000,1772715807537847980
MarketChange,1772715807537897000,1772715807537972193
MarketChange,1772715807538014000,1772715807538095986
Ticker,1772715807538056000,1772715807538219314
MarketChange,1772715807538063000,1772715807538221515
MarketChange,1772715807538096000,1772715807538224581
MarketChange,1772715807538807000,1772715807538987531
MarketChange,1772715807539573000,1772715807539652257
MarketChange,1772715807539792000,1772715807539903052
MarketChange,1772715807540007000,1772715807540155503
MarketChange,1772715807540244000,1772715807540400505
MarketChange,1772715807541269000,1772715807541475638
MarketChange,1772715807541322000,1772715807541482553
MarketChange,1772715807546708000,1772715807546782520
MarketChange,1772715807546969000,1772715807547040421
MarketChange,1772715807547062000,1772715807547166674
MarketChange,1772715807547192000,1772715807547294206
MarketChange,1772715807547217000,1772715807547296613
MarketChange,1772715807552936000,1772715807553011936
MarketChange,1772715807553150000,1772715807553224669
MarketChange,1772715807696002000,1772715807696083285
MarketChange,1772715807696040000,1772715807696207653
MarketChange,1772715807696235000,1772715807696331435
MarketChange,1772715807696326000,1772715807696454753
MarketChange,1772715807696388000,1772715807696580793
MarketChange,1772715807696448000,1772715807696582844
MarketChange,1772715807696558000,1772715807696706846
MarketChange,1772715807696766000,1772715807696954657
MarketChange,1772715807707983000,1772715807708051554
MarketChange,1772715807776517000,1772715807776591595
MarketChange,1772715807776812000,1772715807776879208
MarketChange,1772715808228304000,1772715808228408010
MarketChange,1772715808308824000,1772715808308919188
MarketChange,1772715808309050000,1772715808309116857
MarketChange,1772715808309089000,1772715808309243244
MarketChange,1772715808309336000,1772715808309493236
MarketChange,1772715808389225000,1772715808389307593
MarketChange,1772715809279669000,1772715809279966511
MarketChange,1772715809280129000,1772715809280339221
MarketChange,1772715809280188000,1772715809280342258
MarketChange,1772715809281540000,1772715809281697675
MarketChange,1772715809281565000,1772715809281699934
MarketChange,1772715809281589000,1772715809281821908
MarketChange,1772715809281866000,1772715809281945239
MarketChange,1772715809282064000,1772715809282195078
MarketChange,1772715809289737000,1772715809289807303
MarketChange,1772715809289769000,1772715809289929281
MarketChange,1772715809289790000,1772715809289931975
Ticker,1772715809289858000,1772715809290055303
MarketChange,1772715809289870000,1772715809290056959
MarketChange,1772715809289901000,1772715809290178645
MarketChange,1772715809290321000,1772715809290427182
MarketChange,1772715809290405000,1772715809290553387
MarketChange,1772715809290428000,1772715809290677823
MarketChange,1772715809290628000,1772715809290801624
MarketChange,1772715809290918000,1772715809291071342
MarketChange,1772715809290952000,1772715809291073602
MarketChange,1772715809291042000,1772715809291195116
MarketChange,1772715809291338000,1772715809291444866
MarketChange,1772715809291565000,1772715809291639112
MarketChange,1772715809292009000,1772715809292084658
MarketChange,1772715809297539000,1772715809297602774
MarketChange,1772715809297748000,1772715809297818434
MarketChange,1772715809297810000,1772715809297944489
MarketChange,1772715809297959000,1772715809298068088
MarketChange,1772715809360399000,1772715809360472719
MarketChange,1772715809360421000,1772715809360596952
MarketChange,1772715809360609000,1772715809360720291
MarketChange,1772715809360740000,1772715809360844537
MarketChange,1772715809360863000,1772715809360969231
MarketChange,1772715809370207000,1772715809370272835
MarketChange,1772715809370391000,1772715809370455528
MarketChange,1772715809370479000,1772715809370577355
MarketChange,1772715809371159000,1772715809371225164
MarketChange,1772715809371416000,1772715809371476879
MarketChange,1772715809371986000,1772715809372049643
MarketChange,1772715809372041000,1772715809372173422
MarketChange,1772715809450824000,1772715809450892700
MarketChange,1772715809531186000,1772715809531255350
MarketChange,1772715810045786000,1772715810045878771
MarketChange,1772715810496265000,1772715810496356746
MarketChange,1772715810496527000,1772715810496597281
MarketChange,1772715810496705000,1772715810496778058
MarketChange,1772715810577187000,1772715810577278796
MarketChange,1772715810648602000,1772715810648688602
MarketChange,1772715811101268000,1772715811101350419
Ticker,1772715811485137000,1772715811485252291
MarketChange,1772715811485137000,1772715811485252291
MarketChange,1772715811485422000,1772715811485488560
MarketChange,1772715811485450000,1772715811485610978
MarketChange,1772715811485485000,1772715811485613358
MarketChange,1772715811485508000,1772715811485735330
MarketChange,1772715811485533000,1772715811485739533
MarketChange,1772715811485774000,1772715811485858659
MarketChange,1772715811485858000,1772715811485986862
MarketChange,1772715811486004000,1772715811486109389
MarketChange,1772715811486282000,1772715811486356346
MarketChange,1772715811565896000,1772715811565973139
MarketChange,1772715811566092000,1772715811566156943
MarketChange,1772715811566145000,1772715811566282649
MarketChange,1772715811566702000,1772715811566769216
MarketChange,1772715811566753000,1772715811566896179
MarketChange,1772715811633632000,1772715811633711231
MarketChange,1772715812834271000,1772715812834359698
MarketChange,1772715812834300000,1772715812834480959
MarketChange,1772715812837842000,1772715812837911355
MarketChange,1772715812838096000,1772715812838243714
MarketChange,1772715812838120000,1772715812838246418
MarketChange,1772715812846027000,1772715812846095366
MarketChange,1772715812846244000,1772715812846412129
MarketChange,1772715812848252000,1772715812848312206
MarketChange,1772715812848710000,1772715812848773439
MarketChange,1772715812883304000,1772715812883372324
MarketChange,1772715812886929000,1772715812886998600
MarketChange,1772715812895658000,1772715812895726083
MarketChange,1772715812926515000,1772715812926593237
MarketChange,1772715812926541000,1772715812926715898
MarketChange,1772715813006964000,1772715813007032911
MarketChange,1772715813094497000,1772715813094578227
MarketChange,1772715813094796000,1772715813094869678
MarketChange,1772715813435688000,1772715813435795552
MarketChange,1772715816690681000,1772715816690749596
MarketChange,1772715816691015000,1772715816691127801
MarketChange,1772715816691095000,1772715816691248399
MarketChange,1772715816691432000,1772715816691621021
MarketChange,1772715816691457000,1772715816691622786
MarketChange,1772715816771636000,1772715816771703071
MarketChange,1772715817118571000,1772715817118647932
MarketChange,1772715817686115000,1772715817686275652
MarketChange,1772715817686438000,1772715817686506954
MarketChange,1772715817686466000,1772715817686632079
MarketChange,1772715817686723000,1772715817686810446
MarketChange,1772715817686936000,1772715817687059857
MarketChange,1772715817686962000,1772715817687061693
MarketChange,1772715817767199000,1772715817767284388
MarketChange,1772715817952246000,1772715817952325631
MarketChange,1772715817952484000,1772715817952555886
MarketChange,1772715817952536000,1772715817952679345
MarketChange,1772715817952729000,1772715817952804034
MarketChange,1772715817952814000,1772715817953051973
MarketChange,1772715817953197000,1772715817953340206
MarketChange,1772715817953223000,1772715817953341617
MarketChange,1772715817953492000,1772715817953590491
MarketChange,1772715818033443000,1772715818033515505
MarketChange,1772715818033736000,1772715818033800349
MarketChange,1772715820448347000,1772715820448438919
MarketChange,1772715820448536000,1772715820448600541
MarketChange,1772715820448621000,1772715820448722973
MarketChange,1772715820451402000,1772715820451468282
MarketChange,1772715820455936000,1772715820455997397
MarketChange,1772715820456137000,1772715820456226632
MarketChange,1772715820456348000,1772715820456415170
MarketChange,1772715820456497000,1772715820456563953
MarketChange,1772715820456736000,1772715820456812688
MarketChange,1772715820456957000,1772715820457023679
MarketChange,1772715820460073000,1772715820460147596
MarketChange,1772715820468331000,1772715820468402882
MarketChange,1772715820529023000,1772715820529087001
MarketChange,1772715820536355000,1772715820536428956
MarketChange,1772715820537187000,1772715820537255600
MarketChange,1772715820540525000,1772715820540591902
MarketChange,1772715820904983000,1772715820905069557
MarketChange,1772715823507312000,1772715823507475610
MarketChange,1772715823507429000,1772715823507593818
MarketChange,1772715823507826000,1772715823507947573
MarketChange,1772715823518396000,1772715823518469942
MarketChange,1772715823518842000,1772715823518969527
MarketChange,1772715823566870000,1772715823566946736
MarketChange,1772715823568482000,1772715823568548692
MarketChange,1772715823578007000,1772715823578077992
Ticker,1772715823579188000,1772715823579285046
MarketChange,1772715823579188000,1772715823579285046
MarketChange,1772715823581134000,1772715823581301331
MarketChange,1772715823585585000,1772715823585749308
MarketChange,1772715823585643000,1772715823585751122
MarketChange,1772715823586313000,1772715823586369145
MarketChange,1772715823587043000,1772715823587165164
MarketChange,1772715823587902000,1772715823587968834
MarketChange,1772715823589584000,1772715823589650750
MarketChange,1772715823597222000,1772715823597388579
MarketChange,1772715823602812000,1772715823602996243
MarketChange,1772715823773370000,1772715823773536472
MarketChange,1772715824313163000,1772715824313247280
MarketChange,1772715824826125000,1772715824826222856
MarketChange,1772715824906653000,1772715824906741233
MarketChange,1772715824968628000,1772715824968710241
MarketChange,1772715825066691000,1772715825066751058
MarketChange,1772715825823408000,1772715825823485819
MarketChange,1772715826090148000,1772715826090226818
MarketChange,1772715826147132000,1772715826147217981
Ticker,1772715826859321000,1772715826859445291
Ticker,1772715826859338000,1772715826859565077
MarketChange,1772715826859338000,1772715826859565077
MarketChange,1772715826859371000,1772715826859567682
MarketChange,1772715826859394000,1772715826859688884
MarketChange,1772715826859598000,1772715826859690993
MarketChange,1772715826859707000,1772715826859811552
MarketChange,1772715826859769000,1772715826859935932
MarketChange,1772715826859895000,1772715826860186745
MarketChange,1772715826860254000,1772715826860435608
MarketChange,1772715826861014000,1772715826861169218
MarketChange,1772715826861246000,1772715826861419920
MarketChange,1772715826861302000,1772715826861421734
MarketChange,1772715826861419000,1772715826861549587
MarketChange,1772715826861816000,1772715826861920920
MarketChange,1772715826862091000,1772715826862169875
MarketChange,1772715826880037000,1772715826880108917
MarketChange,1772715830276966000,1772715830277082361
MarketChange,1772715830277419000,1772715830277555789
MarketChange,1772715830277700000,1772715830277801580
MarketChange,1772715830277984000,1772715830278062246
MarketChange,1772715830292886000,1772715830292963231
MarketChange,1772715830293091000,1772715830293165807
MarketChange,1772715830293116000,1772715830293292567
MarketChange,1772715830293207000,1772715830293298440
MarketChange,1772715830293307000,1772715830293416031
MarketChange,1772715830293663000,1772715830293789536
MarketChange,1772715830293840000,1772715830294037088
MarketChange,1772715830294444000,1772715830294729638
MarketChange,1772715831113254000,1772715831113326187
MarketChange,1772715831114927000,1772715831114988230
MarketChange,1772715831115190000,1772715831115251251
MarketChange,1772715831115227000,1772715831115375850
MarketChange,1772715831115494000,1772715831115561698
MarketChange,1772715833814132000,1772715833814235094
MarketChange,1772715833822369000,1772715833822440167
MarketChange,1772715833822638000,1772715833822699598
MarketChange,1772715833822816000,1772715833822885936
MarketChange,1772715833822878000,1772715833823009383
MarketChange,1772715833823173000,1772715833823259086
MarketChange,1772715833823202000,1772715833823382923
MarketChange,1772715833823232000,1772715833823385130
MarketChange,1772715833823291000,1772715833823507114
MarketChange,1772715833823344000,1772715833823508965
MarketChange,1772715833823628000,1772715833823758792
MarketChange,1772715834082453000,1772715834082521224
MarketChange,1772715834082482000,1772715834082645019
MarketChange,1772715834089354000,1772715834089419954
MarketChange,1772715834268634000,1772715834268710952
MarketChange,1772715834273925000,1772715834273994513
MarketChange,1772715834288325000,1772715834288409240
MarketChange,1772715834325554000,1772715834325631910
MarketChange,1772715834325795000,1772715834325862441
MarketChange,1772715834325844000,1772715834325985538
MarketChange,1772715834368115000,1772715834368183896
MarketChange,1772715835788874000,1772715835788970940
MarketChange,1772715835788920000,1772715835789090184
MarketChange,1772715835789141000,1772715835789216086
MarketChange,1772715835789165000,1772715835789339607
MarketChange,1772715835789189000,1772715835789342571
MarketChange,1772715835789216000,1772715835789347524
MarketChange,1772715835789339000,1772715835789464150
MarketChange,1772715835789504000,1772715835789592845
MarketChange,1772715835789560000,1772715835789714815
MarketChange,1772715835790087000,1772715835790212213
MarketChange,1772715835790113000,1772715835790214483
MarketChange,1772715835790686000,1772715835790835189
MarketChange,1772715835790878000,1772715835790965295
MarketChange,1772715835790933000,1772715835791081859
MarketChange,1772715835791200000,1772715835791337570
MarketChange,1772715836184485000,1772715836184569679
MarketChange,1772715836184513000,1772715836184695558
MarketChange,1772715836184750000,1772715836184827952
MarketChange,1772715836184773000,1772715836184953979
MarketChange,1772715836184975000,1772715836185078204
MarketChange,1772715836185028000,1772715836185201084
MarketChange,1772715836185326000,1772715836185450912
MarketChange,1772715836185356000,1772715836185452726
MarketChange,1772715836185577000,1772715836185640544
MarketChange,1772715836185642000,1772715836185765349
MarketChange,1772715836216399000,1772715836216472368
MarketChange,1772715836803636000,1772715836803713939
MarketChange,1772715836803662000,1772715836803840868
MarketChange,1772715836803927000,1772715836804090713
MarketChange,1772715836804015000,1772715836804096123
MarketChange,1772715836919036000,1772715836919112627
MarketChange,1772715839694337000,1772715839694431342
MarketChange,1772715840404006000,1772715840404084798
MarketChange,1772715840404215000,1772715840404282658
MarketChange,1772715840404280000,1772715840404403380
MarketChange,1772715840464011000,1772715840464076439
MarketChange,1772715841571317000,1772715841571402381
MarketChange,1772715841857805000,1772715841857906063
MarketChange,1772715841857831000,1772715841858027413
MarketChange,1772715841858061000,1772715841858154352
MarketChange,1772715842046185000,1772715842046270327
MarketChange,1772715842046409000,1772715842046478327
MarketChange,1772715842046622000,1772715842046726423
MarketChange,1772715842046843000,1772715842046974275
MarketChange,1772715842050824000,1772715842050891881
MarketChange,1772715842150911000,1772715842150981228
MarketChange,1772715842151098000,1772715842151170727
MarketChange,1772715842151123000,1772715842151293999
MarketChange,1772715842151203000,1772715842151297015
MarketChange,1772715842614243000,1772715842614316239
MarketChange,1772715843126573000,1772715843126656971
MarketChange,1772715843127989000,1772715843128058563
MarketChange,1772715843128263000,1772715843128343605
MarketChange,1772715843128376000,1772715843128468939
MarketChange,1772715843132797000,1772715843132861069
MarketChange,1772715843722111000,1772715843722209512
MarketChange,1772715843722250000,1772715843722577173
MarketChange,1772715843722502000,1772715843722702379
MarketChange,1772715843722823000,1772715843722965346
MarketChange,1772715843724598000,1772715843724668669
MarketChange,1772715843724623000,1772715843724795453
MarketChange,1772715843724724000,1772715843724920367
MarketChange,1772715843724796000,1772715843724922844
MarketChange,1772715843725070000,1772715843725208332
MarketChange,1772715843728957000,1772715843729029378
MarketChange,1772715843733089000,1772715843733156609
MarketChange,1772715843733137000,1772715843733283193
MarketChange,1772715843734295000,1772715843734356140
Ticker,1772715845686635000,1772715845686758049
MarketChange,1772715845686635000,1772715845686758049
MarketChange,1772715845687076000,1772715845687144153
MarketChange,1772715845690650000,1772715845690719848
MarketChange,1772715846299442000,1772715846299536846
MarketChange,1772715846299744000,1772715846299810682
MarketChange,1772715846348402000,1772715846348476387
MarketChange,1772715846350232000,1772715846350304984
MarketChange,1772715846350277000,1772715846350430929
MarketChange,1772715846404210000,1772715846404283165
MarketChange,1772715846674807000,1772715846674895334
MarketChange,1772715847402197000,1772715847402275267
MarketChange,1772715848309387000,1772715848309470720
MarketChange,1772715849356673000,1772715849356768711
MarketChange,1772715851244461000,1772715851244572725
MarketChange,1772715853228622000,1772715853228692482
MarketChange,1772715855130480000,1772715855130548219
MarketChange,1772715855689665000,1772715855689753677
MarketChange,1772715858445163000,1772715858445284776
MarketChange,1772715858445478000,1772715858445648480
MarketChange,1772715858445532000,1772715858445651924
MarketChange,1772715858445563000,1772715858445773908
MarketChange,1772715858448275000,1772715858448344122
MarketChange,1772715858469118000,1772715858469189929
Ticker,1772715858469655000,1772715858469738757
MarketChange,1772715858469655000,1772715858469738757
MarketChange,1772715858469942000,1772715858470127802
MarketChange,1772715858469971000,1772715858470129597
MarketChange,1772715858470065000,1772715858470252023
MarketChange,1772715858474435000,1772715858474580451
MarketChange,1772715858496484000,1772715858496609782
MarketChange,1772715862009166000,1772715862009246187
MarketChange,1772715863706638000,1772715863706757610
MarketChange,1772715863706927000,1772715863707009077
MarketChange,1772715863706952000,1772715863707134722
MarketChange,1772715863706980000,1772715863707136872
MarketChange,1772715863707312000,1772715863707394269
MarketChange,1772715864618522000,1772715864618627235
MarketChange,1772715864618807000,1772715864618877242
MarketChange,1772715865201028000,1772715865201103815
MarketChange,1772715865201281000,1772715865201348353
MarketChange,1772715865201328000,1772715865201475043
MarketChange,1772715865201353000,1772715865201477408
MarketChange,1772715865201598000,1772715865201660469
MarketChange,1772715865201638000,1772715865201785249
MarketChange,1772715865201796000,1772715865201910798
MarketChange,1772715867417156000,1772715867417249482
MarketChange,1772715868202911000,1772715868203004870
MarketChange,1772715868207560000,1772715868207633761
MarketChange,1772715868207805000,1772715868207874780
MarketChange,1772715868207869000,1772715868208000673
MarketChange,1772715868208117000,1772715868208279950
MarketChange,1772715868215152000,1772715868215228139
MarketChange,1772715868231094000,1772715868231166443
MarketChange,1772715868291479000,1772715868291580009
MarketChange,1772715868291522000,1772715868291704021
MarketChange,1772715868291763000,1772715868291833523
MarketChange,1772715868292166000,1772715868292376249
MarketChange,1772715868293753000,1772715868293835443
MarketChange,1772715868294951000,1772715868295023462
MarketChange,1772715868295306000,1772715868295374138
MarketChange,1772715868295498000,1772715868295622163
MarketChange,1772715868347506000,1772715868347590327
MarketChange,1772715868347563000,1772715868347712517
MarketChange,1772715868347913000,1772715868347984317
MarketChange,1772715868348441000,1772715868348506120
MarketChange,1772715868786258000,1772715868786377878
Ticker,1772715868786546000,1772715868786638561
MarketChange,1772715868786546000,1772715868786638561
MarketChange,1772715868786578000,1772715868786760682
MarketChange,1772715868786605000,1772715868786762330
MarketChange,1772715868786634000,1772715868786884309
MarketChange,1772715868787347000,1772715868787412887
MarketChange,1772715868790358000,1772715868790527274
MarketChange,1772715868791827000,1772715868791899000
MarketChange,1772715868853122000,1772715868853212374
MarketChange,1772715868853338000,1772715868853416559
MarketChange,1772715868853556000,1772715868853621941
MarketChange,1772715868853785000,1772715868853851158
MarketChange,1772715868860707000,1772715868860784402
MarketChange,1772715869621103000,1772715869621260420
MarketChange,1772715869621425000,1772715869621490102
MarketChange,1772715869621628000,1772715869621701524
MarketChange,1772715869621819000,1772715869621889462
MarketChange,1772715869994544000,1772715869994679331
MarketChange,1772715869994571000,1772715869994800183
MarketChange,1772715869994832000,1772715869994922654
MarketChange,1772715870073572000,1772715870073666940
MarketChange,1772715872558519000,1772715872558603250
MarketChange,1772715874584927000,1772715874585028076
MarketChange,1772715874585226000,1772715874585300159
MarketChange,1772715875899553000,1772715875899651157
Ticker,1772715875937883000,1772715875937991674
MarketChange,1772715875937883000,1772715875937991674
MarketChange,1772715875938121000,1772715875938198419
MarketChange,1772715875938156000,1772715875938324916
MarketChange,1772715875938215000,1772715875938327401
MarketChange,1772715875938283000,1772715875938448694
MarketChange,1772715875938416000,1772715875938571733
MarketChange,1772715875938673000,1772715875938746423
MarketChange,1772715875938698000,1772715875938869012
MarketChange,1772715876211137000,1772715876211219222
MarketChange,1772715876213945000,1772715876214018526
MarketChange,1772715876214286000,1772715876214354751
MarketChange,1772715876215216000,1772715876215295340
MarketChange,1772715877171697000,1772715877171792126
MarketChange,1772715877171977000,1772715877172042112
MarketChange,1772715877176616000,1772715877176688326
Ticker,1772715877512114000,1772715877512228674
MarketChange,1772715877512114000,1772715877512228674
MarketChange,1772715877512184000,1772715877512348843
MarketChange,1772715877512208000,1772715877512473515
MarketChange,1772715877512532000,1772715877512851658
MarketChange,1772715877514908000,1772715877514976727
MarketChange,1772715877516563000,1772715877516719867
MarketChange,1772715877518007000,1772715877518094810
MarketChange,1772715877518118000,1772715877518341036
Ticker,1772715877518200000,1772715877518464366
MarketChange,1772715877518200000,1772715877518464366
MarketChange,1772715877518241000,1772715877518466625
MarketChange,1772715877518267000,1772715877518469338
MarketChange,1772715877518823000,1772715877518931486
MarketChange,1772715877519507000,1772715877519702666
MarketChange,1772715877519563000,1772715877519706281
Ticker,1772715877522173000,1772715877522359943
MarketChange,1772715877522173000,1772715877522359943
MarketChange,1772715877523787000,1772715877523994420
MarketChange,1772715877525268000,1772715877525416573
MarketChange,1772715877526401000,1772715877526470097
MarketChange,1772715877527473000,1772715877527634781
MarketChange,1772715877527498000,1772715877527637463
MarketChange,1772715877531663000,1772715877531834324
MarketChange,1772715877534125000,1772715877534190743
MarketChange,1772715877534446000,1772715877534630307
MarketChange,1772715877534505000,1772715877534632566
MarketChange,1772715878738803000,1772715878738887802
MarketChange,1772715878739087000,1772715878739159755
MarketChange,1772715879005519000,1772715879005615373
MarketChange,1772715879005766000,1772715879005837443
MarketChange,1772715879006001000,1772715879006087457
MarketChange,1772715879563732000,1772715879563827817
MarketChange,1772715879564019000,1772715879564089633
